buy_date,sell_date,stock_code,stock_name,buy_price,sell_price,pnl,reason
2018-05-31,,035420,NAVER(035420),60587.0,,,신규편입
2018-05-31,,012330,현대모비스(012330),82401.0,,,신규편입
2018-06-30,,051910,LG화학(051910),69230.0,,,신규편입
2018-06-30,,329180,HD현대중공업(329180),136946.0,,,신규편입
,2018-06-30,017670,SK텔레콤(017670),,50640.0,,교체/약화
,2018-06-30,012330,현대모비스(012330),,142787.0,,교체/약화
2018-07-31,,207940,삼성바이오로직스(207940),42135.0,,,신규편입
2018-07-31,,267260,현대일렉트릭(267260),166377.0,,,신규편입
,2018-07-31,329180,HD현대중공업(329180),,53304.0,,교체/약화
,2018-07-31,000660,SK하이닉스(000660),,108652.0,,교체/약화
,2018-07-31,051910,LG화학(051910),,109167.0,,교체/약화
2018-08-31,,000660,SK하이닉스(000660),53236.0,,,신규편입
,2018-08-31,105560,KB금융(105560),,159511.0,,교체/약화
,2018-08-31,035420,NAVER(035420),,161256.0,,교체/약화
2018-09-30,,068270,셀트리온(068270),46417.0,,,신규편입
2018-09-30,,096770,SK이노베이션(096770),48784.0,,,신규편입
2018-10-31,,051910,LG화학(051910),187316.0,,,신규편입
,2018-10-31,000660,SK하이닉스(000660),,98861.0,,교체/약화
,2018-10-31,096770,SK이노베이션(096770),,166032.0,,교체/약화
,2018-10-31,068270,셀트리온(068270),,34089.0,,교체/약화
2018-11-30,,329180,HD현대중공업(329180),160617.0,,,신규편입
2018-11-30,,105560,KB금융(105560),160465.0,,,신규편입
2018-11-30,,068270,셀트리온(068270),74898.0,,,신규편입
2018-12-31,,005930,삼성전자(005930),56830.0,,,신규편입
,2018-12-31,267260,현대일렉트릭(267260),,178030.0,,교체/약화
,2018-12-31,051910,LG화학(051910),,66263.0,,교체/약화
,2018-12-31,068270,셀트리온(068270),,72347.0,,교체/약화
,2018-12-31,207940,삼성바이오로직스(207940),,59695.0,,교체/약화
2019-01-31,,017670,SK텔레콤(017670),56529.0,,,신규편입
2019-01-31,,012330,현대모비스(012330),73075.0,,,신규편입
,2019-01-31,329180,HD현대중공업(329180),,114524.0,,교체/약화
2019-02-28,,096770,SK이노베이션(096770),134749.0,,,신규편입
2019-02-28,,051910,LG화학(051910),150582.0,,,신규편입
,2019-02-28,105560,KB금융(105560),,173734.0,,교체/약화
,2019-02-28,017670,SK텔레콤(017670),,130773.0,,교체/약화
2019-03-31,,267260,현대일렉트릭(267260),140107.0,,,신규편입
2019-03-31,,035420,NAVER(035420),45822.0,,,신규편입
,2019-03-31,012330,현대모비스(012330),,164862.0,,교체/약화
2019-04-30,,051910,LG화학(051910),85168.0,,,신규편입
2019-04-30,,068270,셀트리온(068270),141115.0,,,신규편입
,2019-04-30,267260,현대일렉트릭(267260),,42414.0,,교체/약화
,2019-04-30,005930,삼성전자(005930),,199273.0,,교체/약화
2019-05-31,,017670,SK텔레콤(017670),164734.0,,,신규편입
2019-05-31,,207940,삼성바이오로직스(207940),20334.0,,,신규편입
2019-06-30,,068270,셀트리온(068270),124988.0,,,신규편입
2019-06-30,,207940,삼성바이오로직스(207940),134470.0,,,신규편입
2019-07-31,,207940,삼성바이오로직스(207940),137730.0,,,신규편입
2019-07-31,,068270,셀트리온(068270),108193.0,,,신규편입
2019-08-31,,017670,SK텔레콤(017670),79860.0,,,신규편입
2019-08-31,,035420,NAVER(035420),187450.0,,,신규편입
,2019-08-31,051910,LG화학(051910),,178722.0,,교체/약화
2019-09-30,,105560,KB금융(105560),134579.0,,,신규편입
2019-09-30,,267260,현대일렉트릭(267260),180604.0,,,신규편입
,2019-09-30,035420,NAVER(035420),,112312.0,,교체/약화
2019-10-31,,012330,현대모비스(012330),137731.0,,,신규편입
2019-10-31,,267260,현대일렉트릭(267260),160919.0,,,신규편입
,2019-10-31,096770,SK이노베이션(096770),,140467.0,,교체/약화
2019-11-30,,000660,SK하이닉스(000660),128547.0,,,신규편입
2019-11-30,,051910,LG화학(051910),43583.0,,,신규편입
,2019-11-30,017670,SK텔레콤(017670),,88483.0,,교체/약화
,2019-11-30,267260,현대일렉트릭(267260),,31817.0,,교체/약화
,2019-11-30,105560,KB금융(105560),,91760.0,,교체/약화
2019-12-31,,017670,SK텔레콤(017670),163693.0,,,신규편입
2019-12-31,,105560,KB금융(105560),59324.0,,,신규편입
,2019-12-31,068270,셀트리온(068270),,195315.0,,교체/약화
,2019-12-31,051910,LG화학(051910),,160410.0,,교체/약화
2020-01-31,,267260,현대일렉트릭(267260),199344.0,,,신규편입
2020-01-31,,035420,NAVER(035420),142327.0,,,신규편입
,2020-01-31,000660,SK하이닉스(000660),,67413.0,,교체/약화
,2020-01-31,105560,KB금융(105560),,145000.0,,교체/약화
,2020-01-31,207940,삼성바이오로직스(207940),,119545.0,,교체/약화
2020-02-29,,012330,현대모비스(012330),80333.0,,,신규편입
,2020-02-29,017670,SK텔레콤(017670),,71892.0,,교체/약화
2020-03-31,,096770,SK이노베이션(096770),121871.0,,,신규편입
2020-03-31,,329180,HD현대중공업(329180),21623.0,,,신규편입
,2020-03-31,012330,현대모비스(012330),,78727.0,,교체/약화
2020-04-30,,000660,SK하이닉스(000660),40882.0,,,신규편입
2020-04-30,,012330,현대모비스(012330),70014.0,,,신규편입
,2020-04-30,096770,SK이노베이션(096770),,29017.0,,교체/약화
,2020-04-30,329180,HD현대중공업(329180),,95591.0,,교체/약화
2020-05-31,,005930,삼성전자(005930),49367.0,,,신규편입
2020-05-31,,207940,삼성바이오로직스(207940),162770.0,,,신규편입
,2020-05-31,012330,현대모비스(012330),,36603.0,,교체/약화
2020-06-30,,012330,현대모비스(012330),186281.0,,,신규편입
2020-06-30,,017670,SK텔레콤(017670),172228.0,,,신규편입
,2020-06-30,267260,현대일렉트릭(267260),,174043.0,,교체/약화
2020-07-31,,035420,NAVER(035420),43449.0,,,신규편입
2020-07-31,,329180,HD현대중공업(329180),142024.0,,,신규편입
,2020-07-31,017670,SK텔레콤(017670),,154926.0,,교체/약화
2020-08-31,,096770,SK이노베이션(096770),30383.0,,,신규편입
2020-08-31,,035420,NAVER(035420),67499.0,,,신규편입
,2020-08-31,000660,SK하이닉스(000660),,30336.0,,교체/약화
2020-09-30,,267260,현대일렉트릭(267260),131333.0,,,신규편입
2020-09-30,,017670,SK텔레콤(017670),143002.0,,,신규편입
,2020-09-30,329180,HD현대중공업(329180),,96094.0,,교체/약화
,2020-09-30,096770,SK이노베이션(096770),,194995.0,,교체/약화
,2020-09-30,012330,현대모비스(012330),,197764.0,,교체/약화
2020-10-31,,096770,SK이노베이션(096770),122148.0,,,신규편입
,2020-10-31,017670,SK텔레콤(017670),,199982.0,,교체/약화
,2020-10-31,207940,삼성바이오로직스(207940),,188111.0,,교체/약화
,2020-10-31,005930,삼성전자(005930),,73144.0,,교체/약화
2020-11-30,,000660,SK하이닉스(000660),171018.0,,,신규편입
2020-11-30,,012330,현대모비스(012330),38600.0,,,신규편입
2020-11-30,,329180,HD현대중공업(329180),160736.0,,,신규편입
2020-12-31,,005930,삼성전자(005930),144348.0,,,신규편입
2020-12-31,,035420,NAVER(035420),50772.0,,,신규편입
,2020-12-31,000660,SK하이닉스(000660),,61254.0,,교체/약화
,2020-12-31,267260,현대일렉트릭(267260),,56389.0,,교체/약화
2021-01-31,,068270,셀트리온(068270),161678.0,,,신규편입
2021-01-31,,329180,HD현대중공업(329180),43265.0,,,신규편입
,2021-01-31,096770,SK이노베이션(096770),,129984.0,,교체/약화
2021-02-28,,017670,SK텔레콤(017670),24296.0,,,신규편입
2021-02-28,,005930,삼성전자(005930),138431.0,,,신규편입
,2021-02-28,012330,현대모비스(012330),,128172.0,,교체/약화
2021-03-31,,105560,KB금융(105560),121104.0,,,신규편입
2021-03-31,,012330,현대모비스(012330),99994.0,,,신규편입
,2021-03-31,329180,HD현대중공업(329180),,189530.0,,교체/약화
2021-04-30,,051910,LG화학(051910),34282.0,,,신규편입
2021-04-30,,207940,삼성바이오로직스(207940),86448.0,,,신규편입
,2021-04-30,035420,NAVER(035420),,97220.0,,교체/약화
,2021-04-30,017670,SK텔레콤(017670),,34557.0,,교체/약화
,2021-04-30,005930,삼성전자(005930),,157154.0,,교체/약화
2021-05-31,,096770,SK이노베이션(096770),71669.0,,,신규편입
2021-05-31,,267260,현대일렉트릭(267260),84206.0,,,신규편입
,2021-05-31,105560,KB금융(105560),,124569.0,,교체/약화
,2021-05-31,012330,현대모비스(012330),,128535.0,,교체/약화
2021-06-30,,051910,LG화학(051910),114958.0,,,신규편입
,2021-06-30,267260,현대일렉트릭(267260),,171813.0,,교체/약화
,2021-06-30,207940,삼성바이오로직스(207940),,93126.0,,교체/약화
2021-07-31,,329180,HD현대중공업(329180),181135.0,,,신규편입
2021-07-31,,207940,삼성바이오로직스(207940),194854.0,,,신규편입
2021-07-31,,017670,SK텔레콤(017670),133538.0,,,신규편입
2021-08-31,,068270,셀트리온(068270),110570.0,,,신규편입
2021-08-31,,005930,삼성전자(005930),61807.0,,,신규편입
,2021-08-31,017670,SK텔레콤(017670),,33648.0,,교체/약화
,2021-08-31,207940,삼성바이오로직스(207940),,185644.0,,교체/약화
2021-09-30,,000660,SK하이닉스(000660),24168.0,,,신규편입
,2021-09-30,329180,HD현대중공업(329180),,26142.0,,교체/약화
,2021-09-30,051910,LG화학(051910),,39406.0,,교체/약화
,2021-09-30,068270,셀트리온(068270),,130200.0,,교체/약화
2021-10-31,,051910,LG화학(051910),115622.0,,,신규편입
2021-10-31,,207940,삼성바이오로직스(207940),164828.0,,,신규편입
2021-10-31,,068270,셀트리온(068270),179300.0,,,신규편입
2021-11-30,,000660,SK하이닉스(000660),163796.0,,,신규편입
2021-11-30,,207940,삼성바이오로직스(207940),115377.0,,,신규편입
,2021-11-30,051910,LG화학(051910),,70659.0,,교체/약화
,2021-11-30,005930,삼성전자(005930),,122777.0,,교체/약화
2021-12-31,,051910,LG화학(051910),197804.0,,,신규편입
2021-12-31,,005930,삼성전자(005930),165014.0,,,신규편입
,2021-12-31,000660,SK하이닉스(000660),,67633.0,,교체/약화
2022-01-31,,012330,현대모비스(012330),193704.0,,,신규편입
2022-01-31,,207940,삼성바이오로직스(207940),29797.0,,,신규편입
,2022-01-31,096770,SK이노베이션(096770),,152136.0,,교체/약화
,2022-01-31,068270,셀트리온(068270),,58527.0,,교체/약화
2022-02-28,,105560,KB금융(105560),82505.0,,,신규편입
2022-02-28,,000660,SK하이닉스(000660),118522.0,,,신규편입
2022-03-31,,035420,NAVER(035420),66348.0,,,신규편입
2022-03-31,,329180,HD현대중공업(329180),61092.0,,,신규편입
,2022-03-31,000660,SK하이닉스(000660),,34551.0,,교체/약화
,2022-03-31,105560,KB금융(105560),,195780.0,,교체/약화
2022-04-30,,105560,KB금융(105560),135818.0,,,신규편입
2022-04-30,,207940,삼성바이오로직스(207940),43367.0,,,신규편입
,2022-04-30,035420,NAVER(035420),,23595.0,,교체/약화
,2022-04-30,051910,LG화학(051910),,156487.0,,교체/약화
,2022-04-30,012330,현대모비스(012330),,105840.0,,교체/약화
2022-05-31,,035420,NAVER(035420),122974.0,,,신규편입
,2022-05-31,329180,HD현대중공업(329180),,41869.0,,교체/약화
,2022-05-31,005930,삼성전자(005930),,47447.0,,교체/약화
2022-06-30,,051910,LG화학(051910),86141.0,,,신규편입
2022-06-30,,012330,현대모비스(012330),119790.0,,,신규편입
2022-06-30,,329180,HD현대중공업(329180),67627.0,,,신규편입
2022-07-31,,017670,SK텔레콤(017670),154053.0,,,신규편입
2022-07-31,,068270,셀트리온(068270),169496.0,,,신규편입
,2022-07-31,329180,HD현대중공업(329180),,42474.0,,교체/약화
,2022-07-31,051910,LG화학(051910),,160688.0,,교체/약화
,2022-07-31,012330,현대모비스(012330),,198012.0,,교체/약화
2022-08-31,,035420,NAVER(035420),98312.0,,,신규편입
2022-08-31,,207940,삼성바이오로직스(207940),191060.0,,,신규편입
,2022-08-31,017670,SK텔레콤(017670),,34879.0,,교체/약화
2022-09-30,,267260,현대일렉트릭(267260),97041.0,,,신규편입
2022-09-30,,051910,LG화학(051910),146036.0,,,신규편입
2022-10-31,,017670,SK텔레콤(017670),152231.0,,,신규편입
,2022-10-31,267260,현대일렉트릭(267260),,124421.0,,교체/약화
,2022-10-31,068270,셀트리온(068270),,107653.0,,교체/약화
,2022-10-31,051910,LG화학(051910),,146090.0,,교체/약화
,2022-10-31,207940,삼성바이오로직스(207940),,158061.0,,교체/약화
2022-11-30,,096770,SK이노베이션(096770),175106.0,,,신규편입
2022-11-30,,207940,삼성바이오로직스(207940),141804.0,,,신규편입
,2022-11-30,035420,NAVER(035420),,145181.0,,교체/약화
2022-12-31,,005930,삼성전자(005930),99781.0,,,신규편입
2022-12-31,,051910,LG화학(051910),56877.0,,,신규편입
2023-01-31,,035420,NAVER(035420),46308.0,,,신규편입
2023-01-31,,329180,HD현대중공업(329180),149124.0,,,신규편입
,2023-01-31,105560,KB금융(105560),,95399.0,,교체/약화
,2023-01-31,051910,LG화학(051910),,29415.0,,교체/약화
,2023-01-31,207940,삼성바이오로직스(207940),,163307.0,,교체/약화
2023-02-28,,105560,KB금융(105560),172849.0,,,신규편입
2023-02-28,,096770,SK이노베이션(096770),27309.0,,,신규편입
,2023-02-28,329180,HD현대중공업(329180),,60500.0,,교체/약화
,2023-02-28,005930,삼성전자(005930),,66350.0,,교체/약화
2023-03-31,,329180,HD현대중공업(329180),189119.0,,,신규편입
2023-03-31,,207940,삼성바이오로직스(207940),84761.0,,,신규편입
,2023-03-31,096770,SK이노베이션(096770),,58248.0,,교체/약화
2023-04-30,,207940,삼성바이오로직스(207940),96208.0,,,신규편입
2023-04-30,,096770,SK이노베이션(096770),32139.0,,,신규편입
2023-05-31,,105560,KB금융(105560),70244.0,,,신규편입
,2023-05-31,035420,NAVER(035420),,74438.0,,교체/약화
,2023-05-31,096770,SK이노베이션(096770),,83490.0,,교체/약화
,2023-05-31,017670,SK텔레콤(017670),,31799.0,,교체/약화
2023-06-30,,000660,SK하이닉스(000660),25624.0,,,신규편입
2023-06-30,,005930,삼성전자(005930),174479.0,,,신규편입
2023-06-30,,096770,SK이노베이션(096770),93174.0,,,신규편입
2023-07-31,,329180,HD현대중공업(329180),163476.0,,,신규편입
2023-07-31,,017670,SK텔레콤(017670),135296.0,,,신규편입
,2023-07-31,096770,SK이노베이션(096770),,39681.0,,교체/약화
,2023-07-31,005930,삼성전자(005930),,78627.0,,교체/약화
2023-08-31,,005930,삼성전자(005930),169395.0,,,신규편입
2023-08-31,,012330,현대모비스(012330),179792.0,,,신규편입
,2023-08-31,105560,KB금융(105560),,155104.0,,교체/약화
,2023-08-31,017670,SK텔레콤(017670),,179751.0,,교체/약화
2023-09-30,,051910,LG화학(051910),83079.0,,,신규편입
2023-09-30,,017670,SK텔레콤(017670),63099.0,,,신규편입
,2023-09-30,012330,현대모비스(012330),,123589.0,,교체/약화
2023-10-31,,105560,KB금융(105560),178387.0,,,신규편입
2023-10-31,,012330,현대모비스(012330),182518.0,,,신규편입
,2023-10-31,329180,HD현대중공업(329180),,119626.0,,교체/약화
,2023-10-31,017670,SK텔레콤(017670),,23220.0,,교체/약화
,2023-10-31,207940,삼성바이오로직스(207940),,43709.0,,교체/약화
2023-11-30,,207940,삼성바이오로직스(207940),167972.0,,,신규편입
2023-11-30,,000660,SK하이닉스(000660),47099.0,,,신규편입
2023-12-31,,017670,SK텔레콤(017670),96728.0,,,신규편입
2023-12-31,,051910,LG화학(051910),91495.0,,,신규편입
,2023-12-31,000660,SK하이닉스(000660),,104825.0,,교체/약화
,2023-12-31,012330,현대모비스(012330),,93579.0,,교체/약화
2024-01-31,,012330,현대모비스(012330),115235.0,,,신규편입
2024-01-31,,329180,HD현대중공업(329180),96710.0,,,신규편입
,2024-01-31,207940,삼성바이오로직스(207940),,197810.0,,교체/약화
,2024-01-31,017670,SK텔레콤(017670),,37351.0,,교체/약화
2024-02-29,,035420,NAVER(035420),23296.0,,,신규편입
2024-02-29,,017670,SK텔레콤(017670),194421.0,,,신규편입
,2024-02-29,105560,KB금융(105560),,194884.0,,교체/약화
2024-03-31,,068270,셀트리온(068270),172532.0,,,신규편입
2024-03-31,,005930,삼성전자(005930),32143.0,,,신규편입
,2024-03-31,329180,HD현대중공업(329180),,189027.0,,교체/약화
,2024-03-31,035420,NAVER(035420),,193111.0,,교체/약화
,2024-03-31,012330,현대모비스(012330),,188514.0,,교체/약화
2024-04-30,,096770,SK이노베이션(096770),68228.0,,,신규편입
,2024-04-30,005930,삼성전자(005930),,54663.0,,교체/약화
,2024-04-30,051910,LG화학(051910),,161270.0,,교체/약화
2024-05-31,,105560,KB금융(105560),128721.0,,,신규편입
2024-05-31,,267260,현대일렉트릭(267260),119301.0,,,신규편입
2024-06-30,,051910,LG화학(051910),111851.0,,,신규편입
,2024-06-30,096770,SK이노베이션(096770),,57984.0,,교체/약화
,2024-06-30,068270,셀트리온(068270),,104772.0,,교체/약화
,2024-06-30,017670,SK텔레콤(017670),,109095.0,,교체/약화
2024-07-31,,005930,삼성전자(005930),73682.0,,,신규편입
2024-07-31,,207940,삼성바이오로직스(207940),43370.0,,,신규편입
2024-08-31,,329180,HD현대중공업(329180),132175.0,,,신규편입
2024-08-31,,005930,삼성전자(005930),172611.0,,,신규편입
,2024-08-31,207940,삼성바이오로직스(207940),,45035.0,,교체/약화
2024-09-30,,000660,SK하이닉스(000660),101966.0,,,신규편입
2024-09-30,,068270,셀트리온(068270),144742.0,,,신규편입
,2024-09-30,329180,HD현대중공업(329180),,165774.0,,교체/약화
,2024-09-30,051910,LG화학(051910),,28355.0,,교체/약화
,2024-09-30,005930,삼성전자(005930),,188733.0,,교체/약화
2024-10-31,,017670,SK텔레콤(017670),33327.0,,,신규편입
2024-10-31,,012330,현대모비스(012330),82035.0,,,신규편입
,2024-10-31,105560,KB금융(105560),,43786.0,,교체/약화
2024-11-30,,096770,SK이노베이션(096770),118044.0,,,신규편입
2024-11-30,,017670,SK텔레콤(017670),136287.0,,,신규편입
,2024-11-30,267260,현대일렉트릭(267260),,146618.0,,교체/약화
,2024-11-30,012330,현대모비스(012330),,65455.0,,교체/약화
2024-12-31,,012330,현대모비스(012330),178032.0,,,신규편입
,2024-12-31,096770,SK이노베이션(096770),,133242.0,,교체/약화
,2024-12-31,017670,SK텔레콤(017670),,80762.0,,교체/약화
2025-01-31,,267260,현대일렉트릭(267260),194894.0,,,신규편입
2025-01-31,,005930,삼성전자(005930),48141.0,,,신규편입
,2025-01-31,068270,셀트리온(068270),,152381.0,,교체/약화
2025-02-28,,051910,LG화학(051910),140053.0,,,신규편입
2025-02-28,,207940,삼성바이오로직스(207940),109106.0,,,신규편입
,2025-02-28,000660,SK하이닉스(000660),,195835.0,,교체/약화
,2025-02-28,012330,현대모비스(012330),,103765.0,,교체/약화
2025-03-31,,329180,HD현대중공업(329180),117311.0,,,신규편입
2025-03-31,,017670,SK텔레콤(017670),134099.0,,,신규편입
,2025-03-31,051910,LG화학(051910),,39789.0,,교체/약화
2025-04-30,,000660,SK하이닉스(000660),166251.0,,,신규편입
2025-04-30,,267260,현대일렉트릭(267260),111243.0,,,신규편입
,2025-04-30,017670,SK텔레콤(017670),,100196.0,,교체/약화
2025-05-31,,051910,LG화학(051910),173214.0,,,신규편입
2025-05-31,,096770,SK이노베이션(096770),57586.0,,,신규편입
,2025-05-31,329180,HD현대중공업(329180),,104238.0,,교체/약화
2025-06-30,,017670,SK텔레콤(017670),160469.0,,,신규편입
2025-06-30,,329180,HD현대중공업(329180),189686.0,,,신규편입
,2025-06-30,096770,SK이노베이션(096770),,179855.0,,교체/약화
,2025-06-30,051910,LG화학(051910),,79948.0,,교체/약화
,2025-06-30,207940,삼성바이오로직스(207940),,98700.0,,교체/약화
2025-07-31,,051910,LG화학(051910),61574.0,,,신규편입
2025-07-31,,207940,삼성바이오로직스(207940),61076.0,,,신규편입
,2025-07-31,329180,HD현대중공업(329180),,163193.0,,교체/약화
,2025-07-31,017670,SK텔레콤(017670),,93687.0,,교체/약화
2025-08-31,,035420,NAVER(035420),159751.0,,,신규편입
,2025-08-31,267260,현대일렉트릭(267260),,75113.0,,교체/약화
,2025-08-31,207940,삼성바이오로직스(207940),,159008.0,,교체/약화
,2025-08-31,005930,삼성전자(005930),,55961.0,,교체/약화
2025-09-30,,096770,SK이노베이션(096770),63932.0,,,신규편입
2025-09-30,,017670,SK텔레콤(017670),135191.0,,,신규편입
2025-10-31,,035420,NAVER(035420),126892.0,,,신규편입
2025-10-31,,105560,KB금융(105560),134716.0,,,신규편입
,2025-10-31,096770,SK이노베이션(096770),,148745.0,,교체/약화
2025-11-30,,068270,셀트리온(068270),131399.0,,,신규편입
2025-11-30,,017670,SK텔레콤(017670),21176.0,,,신규편입
,2025-11-30,000660,SK하이닉스(000660),,197982.0,,교체/약화
,2025-11-30,105560,KB금융(105560),,64046.0,,교체/약화
2025-12-31,,329180,HD현대중공업(329180),166817.0,,,신규편입
,2025-12-31,068270,셀트리온(068270),,115653.0,,교체/약화
,2025-12-31,017670,SK텔레콤(017670),,178399.0,,교체/약화
2026-01-31,,012330,현대모비스(012330),146161.0,,,신규편입
2026-01-31,,068270,셀트리온(068270),156232.0,,,신규편입
