buy_date,sell_date,stock_code,stock_name,buy_price,sell_price,pnl,reason
2019-11-30,,017670,SK텔레콤(017670),135923.0,,,신규편입(소프트패널티 적용)
,2019-11-30,000660,SK하이닉스(000660),,45630.0,,교체/약화(월교체상한20%+쿨다운)
,2019-12-31,105560,KB금융(105560),,94701.0,,교체/약화(월교체상한20%+쿨다운)
2020-01-31,,105560,KB금융(105560),49409.0,,,신규편입(소프트패널티 적용)
,2020-01-31,068270,셀트리온(068270),,40837.0,,교체/약화(월교체상한20%+쿨다운)
,2020-02-29,051910,LG화학(051910),,107603.0,,교체/약화(월교체상한20%+쿨다운)
2020-03-31,,017670,SK텔레콤(017670),51784.0,,,신규편입(소프트패널티 적용)
,2020-03-31,017670,SK텔레콤(017670),,97788.0,,교체/약화(월교체상한20%+쿨다운)
2020-04-30,,068270,셀트리온(068270),61730.0,,,신규편입
2020-04-30,,329180,HD현대중공업(329180),157063.0,,,신규편입
,2020-05-31,012330,현대모비스(012330),,153967.0,,교체/약화(월교체상한20%+쿨다운)
2020-06-30,,012330,현대모비스(012330),22120.0,,,신규편입(소프트패널티 적용)
,2020-06-30,207940,삼성바이오로직스(207940),,111587.0,,교체/약화(월교체상한20%+쿨다운)
,2020-07-31,012330,현대모비스(012330),,96757.0,,교체/약화(월교체상한20%+쿨다운)
2020-08-31,,005930,삼성전자(005930),94236.0,,,신규편입
2020-09-30,,096770,SK이노베이션(096770),115586.0,,,신규편입(소프트패널티 적용)
,2020-09-30,329180,HD현대중공업(329180),,115809.0,,교체/약화(월교체상한20%+쿨다운)
2020-10-31,,329180,HD현대중공업(329180),177469.0,,,신규편입(소프트패널티 적용)
,2020-10-31,017670,SK텔레콤(017670),,35933.0,,교체/약화(월교체상한20%+쿨다운)
2020-11-30,,000660,SK하이닉스(000660),117483.0,,,신규편입(소프트패널티 적용)
,2020-11-30,105560,KB금융(105560),,187517.0,,교체/약화(월교체상한20%+쿨다운)
2020-12-31,,012330,현대모비스(012330),93970.0,,,신규편입
2021-01-31,,267260,현대일렉트릭(267260),189771.0,,,신규편입(소프트패널티 적용)
,2021-01-31,096770,SK이노베이션(096770),,138112.0,,교체/약화(월교체상한20%+쿨다운)
,2021-02-28,005930,삼성전자(005930),,144492.0,,교체/약화(월교체상한20%+쿨다운)
2021-03-31,,035420,NAVER(035420),186457.0,,,신규편입(소프트패널티 적용)
,2021-03-31,329180,HD현대중공업(329180),,72496.0,,교체/약화(월교체상한20%+쿨다운)
2021-04-30,,105560,KB금융(105560),134222.0,,,신규편입(소프트패널티 적용)
,2021-04-30,267260,현대일렉트릭(267260),,117980.0,,교체/약화(월교체상한20%+쿨다운)
,2021-05-31,035420,NAVER(035420),,132592.0,,교체/약화(월교체상한20%+쿨다운)
2021-06-30,,207940,삼성바이오로직스(207940),142787.0,,,신규편입(소프트패널티 적용)
,2021-06-30,068270,셀트리온(068270),,49080.0,,교체/약화(월교체상한20%+쿨다운)
,2021-07-31,012330,현대모비스(012330),,49925.0,,교체/약화(월교체상한20%+쿨다운)
2021-08-31,,005930,삼성전자(005930),64300.0,,,신규편입(소프트패널티 적용)
,2021-08-31,207940,삼성바이오로직스(207940),,36173.0,,교체/약화(월교체상한20%+쿨다운)
2021-09-30,,051910,LG화학(051910),156246.0,,,신규편입
2021-09-30,,068270,셀트리온(068270),175132.0,,,신규편입
2021-09-30,,207940,삼성바이오로직스(207940),172578.0,,,신규편입
,2021-10-31,051910,LG화학(051910),,120897.0,,교체/약화(월교체상한20%+쿨다운)
,2021-11-30,000660,SK하이닉스(000660),,49933.0,,교체/약화(월교체상한20%+쿨다운)
2021-12-31,,096770,SK이노베이션(096770),51036.0,,,신규편입
2022-01-31,,012330,현대모비스(012330),128730.0,,,신규편입
,2022-02-28,068270,셀트리온(068270),,82754.0,,교체/약화(월교체상한20%+쿨다운)
2022-03-31,,267260,현대일렉트릭(267260),179686.0,,,신규편입
,2022-04-30,012330,현대모비스(012330),,141011.0,,교체/약화(월교체상한20%+쿨다운)
2022-05-31,,035420,NAVER(035420),25922.0,,,신규편입(소프트패널티 적용)
,2022-05-31,096770,SK이노베이션(096770),,39058.0,,교체/약화(월교체상한20%+쿨다운)
2022-06-30,,068270,셀트리온(068270),56357.0,,,신규편입(소프트패널티 적용)
,2022-06-30,267260,현대일렉트릭(267260),,83701.0,,교체/약화(월교체상한20%+쿨다운)
,2022-07-31,068270,셀트리온(068270),,72347.0,,교체/약화(월교체상한20%+쿨다운)
2022-08-31,,000660,SK하이닉스(000660),197401.0,,,신규편입(소프트패널티 적용)
,2022-08-31,005930,삼성전자(005930),,141247.0,,교체/약화(월교체상한20%+쿨다운)
,2022-09-30,035420,NAVER(035420),,100110.0,,교체/약화(월교체상한20%+쿨다운)
2022-10-31,,068270,셀트리온(068270),114524.0,,,신규편입(소프트패널티 적용)
,2022-10-31,207940,삼성바이오로직스(207940),,86062.0,,교체/약화(월교체상한20%+쿨다운)
2022-11-30,,012330,현대모비스(012330),40198.0,,,신규편입
2022-11-30,,096770,SK이노베이션(096770),113270.0,,,신규편입
2022-12-31,,017670,SK텔레콤(017670),106134.0,,,신규편입(소프트패널티 적용)
,2022-12-31,096770,SK이노베이션(096770),,41471.0,,교체/약화(월교체상한20%+쿨다운)
2023-01-31,,035420,NAVER(035420),20745.0,,,신규편입
,2023-02-28,012330,현대모비스(012330),,190486.0,,교체/약화(월교체상한20%+쿨다운)
,2023-03-31,068270,셀트리온(068270),,190188.0,,교체/약화(월교체상한20%+쿨다운)
2023-04-30,,267260,현대일렉트릭(267260),81014.0,,,신규편입
,2023-05-31,035420,NAVER(035420),,62622.0,,교체/약화(월교체상한20%+쿨다운)
2023-06-30,,035420,NAVER(035420),106959.0,,,신규편입
,2023-07-31,035420,NAVER(035420),,187406.0,,교체/약화(월교체상한20%+쿨다운)
2023-08-31,,329180,HD현대중공업(329180),116128.0,,,신규편입(소프트패널티 적용)
,2023-08-31,267260,현대일렉트릭(267260),,29035.0,,교체/약화(월교체상한20%+쿨다운)
2023-09-30,,267260,현대일렉트릭(267260),177629.0,,,신규편입
,2023-10-31,017670,SK텔레콤(017670),,170287.0,,교체/약화(월교체상한20%+쿨다운)
2023-11-30,,005930,삼성전자(005930),52717.0,,,신규편입(소프트패널티 적용)
,2023-11-30,105560,KB금융(105560),,190665.0,,교체/약화(월교체상한20%+쿨다운)
2023-12-31,,017670,SK텔레콤(017670),159740.0,,,신규편입
2024-01-31,,012330,현대모비스(012330),171116.0,,,신규편입(소프트패널티 적용)
,2024-01-31,017670,SK텔레콤(017670),,86584.0,,교체/약화(월교체상한20%+쿨다운)
,2024-02-29,005930,삼성전자(005930),,129535.0,,교체/약화(월교체상한20%+쿨다운)
2024-03-31,,012330,현대모비스(012330),198761.0,,,신규편입(소프트패널티 적용)
,2024-03-31,012330,현대모비스(012330),,155052.0,,교체/약화(월교체상한20%+쿨다운)
2024-04-30,,005930,삼성전자(005930),45552.0,,,신규편입
2024-04-30,,035420,NAVER(035420),67517.0,,,신규편입
2024-05-31,,005930,삼성전자(005930),36578.0,,,신규편입(소프트패널티 적용)
,2024-05-31,005930,삼성전자(005930),,51285.0,,교체/약화(월교체상한20%+쿨다운)
2024-06-30,,017670,SK텔레콤(017670),117197.0,,,신규편입(소프트패널티 적용)
,2024-06-30,267260,현대일렉트릭(267260),,185588.0,,교체/약화(월교체상한20%+쿨다운)
2024-07-31,,267260,현대일렉트릭(267260),191082.0,,,신규편입(소프트패널티 적용)
,2024-07-31,017670,SK텔레콤(017670),,107405.0,,교체/약화(월교체상한20%+쿨다운)
2024-08-31,,000660,SK하이닉스(000660),63060.0,,,신규편입(소프트패널티 적용)
,2024-08-31,000660,SK하이닉스(000660),,36859.0,,교체/약화(월교체상한20%+쿨다운)
,2024-09-30,329180,HD현대중공업(329180),,176525.0,,교체/약화(월교체상한20%+쿨다운)
,2024-10-31,000660,SK하이닉스(000660),,72822.0,,교체/약화(월교체상한20%+쿨다운)
2024-11-30,,096770,SK이노베이션(096770),163964.0,,,신규편입(소프트패널티 적용)
,2024-11-30,012330,현대모비스(012330),,20444.0,,교체/약화(월교체상한20%+쿨다운)
2024-12-31,,051910,LG화학(051910),28837.0,,,신규편입
2024-12-31,,012330,현대모비스(012330),23483.0,,,신규편입
2025-01-31,,012330,현대모비스(012330),32839.0,,,신규편입(소프트패널티 적용)
,2025-01-31,012330,현대모비스(012330),,24840.0,,교체/약화(월교체상한20%+쿨다운)
,2025-02-28,267260,현대일렉트릭(267260),,70043.0,,교체/약화(월교체상한20%+쿨다운)
2025-03-31,,207940,삼성바이오로직스(207940),61824.0,,,신규편입(소프트패널티 적용)
,2025-03-31,035420,NAVER(035420),,174588.0,,교체/약화(월교체상한20%+쿨다운)
2025-04-30,,051910,LG화학(051910),40422.0,,,신규편입(소프트패널티 적용)
,2025-04-30,051910,LG화학(051910),,161120.0,,교체/약화(월교체상한20%+쿨다운)
2025-05-31,,068270,셀트리온(068270),114897.0,,,신규편입(소프트패널티 적용)
,2025-05-31,207940,삼성바이오로직스(207940),,196257.0,,교체/약화(월교체상한20%+쿨다운)
2025-06-30,,329180,HD현대중공업(329180),173030.0,,,신규편입(소프트패널티 적용)
,2025-06-30,068270,셀트리온(068270),,49290.0,,교체/약화(월교체상한20%+쿨다운)
,2025-07-31,329180,HD현대중공업(329180),,95591.0,,교체/약화(월교체상한20%+쿨다운)
2025-08-31,,267260,현대일렉트릭(267260),197074.0,,,신규편입
2025-09-30,,068270,셀트리온(068270),36603.0,,,신규편입
2025-10-31,,329180,HD현대중공업(329180),108450.0,,,신규편입(소프트패널티 적용)
,2025-10-31,012330,현대모비스(012330),,133231.0,,교체/약화(월교체상한20%+쿨다운)
,2025-11-30,051910,LG화학(051910),,174043.0,,교체/약화(월교체상한20%+쿨다운)
2025-12-31,,000660,SK하이닉스(000660),91902.0,,,신규편입
2026-01-31,,012330,현대모비스(012330),154926.0,,,신규편입(소프트패널티 적용)
,2026-01-31,005930,삼성전자(005930),,160645.0,,교체/약화(월교체상한20%+쿨다운)
